3.500000000000000000e+07,2.844423641298406830e-02
7.000000000000000000e+07,1.208077643695079466e-02
1.050000000000000000e+08,8.268935578332940392e-03
1.400000000000000000e+08,3.670419587212936548e-03
1.750000000000000000e+08,3.504401618642751914e-03
2.100000000000000000e+08,1.988066054458386724e-03
2.450000000000000000e+08,1.535147612604257413e-03
2.800000000000000000e+08,9.417999583855308750e-04
3.150000000000000000e+08,4.638851233983523896e-04
3.500000000000000000e+08,3.692128288720948766e-04
3.850000000000000000e+08,1.769274055018707243e-04
4.200000000000000000e+08,1.080952696128278869e-04
4.550000000000000000e+08,4.595639515132438654e-05
4.900000000000000000e+08,2.555497432007717670e-05
5.250000000000000000e+08,1.700308389542706005e-05
5.600000000000000000e+08,1.015215638013153969e-05
5.950000000000000000e+08,9.302195598197386605e-06
6.300000000000000000e+08,8.628588978678068826e-06
6.650000000000000000e+08,7.243705890215811049e-06
7.000000000000000000e+08,5.968899392520846545e-06
7.350000000000000000e+08,3.416228470456875749e-06
7.700000000000000000e+08,2.532329390290389128e-06
8.050000000000000000e+08,1.941689470178514418e-06
8.400000000000000000e+08,1.848275920973730283e-06
8.750000000000000000e+08,1.748164821011621950e-06
9.100000000000000000e+08,1.996266445598260207e-06
9.450000000000000000e+08,2.164774218407269405e-06
9.800000000000000000e+08,1.845378241497858540e-06
1.015000000000000000e+09,1.789562872418119161e-06
1.050000000000000000e+09,1.336702698416870962e-06
1.085000000000000000e+09,1.191096984584335403e-06
1.120000000000000000e+09,1.064691110202047947e-06
1.155000000000000000e+09,8.800965547105007052e-07
1.190000000000000000e+09,7.606077300711402364e-07
1.225000000000000000e+09,7.088279977172304571e-07
1.260000000000000000e+09,6.315837395485099549e-07
1.295000000000000000e+09,5.931060544365139043e-07
1.330000000000000000e+09,5.186920570179123034e-07
1.365000000000000000e+09,5.619252902380868967e-07
1.400000000000000000e+09,5.448814026566052728e-07
1.435000000000000000e+09,6.165709197646935295e-07
1.470000000000000000e+09,5.877512581647515241e-07
1.505000000000000000e+09,5.169389850141333198e-07
1.540000000000000000e+09,4.470081712771523698e-07
1.575000000000000000e+09,3.028271585754987283e-07
1.610000000000000000e+09,2.067760751175622229e-07
1.645000000000000000e+09,1.103101096428700927e-07
1.680000000000000000e+09,7.188664405969441479e-08
1.715000000000000000e+09,5.860891907587728047e-08
1.750000000000000000e+09,6.791655111897065889e-08
1.785000000000000000e+09,8.083665859346341849e-08
1.820000000000000000e+09,7.890420625429782870e-08
1.855000000000000000e+09,8.355450103990227872e-08
1.890000000000000000e+09,7.489654732148489330e-08
1.925000000000000000e+09,7.838524082624668646e-08
1.960000000000000000e+09,7.665409203915807730e-08
1.995000000000000000e+09,7.590343928326996526e-08
2.030000000000000000e+09,8.448445603572410799e-08
2.065000000000000000e+09,7.951881393260289780e-08
2.100000000000000000e+09,8.431239810724267800e-08
2.135000000000000000e+09,9.786058477617225374e-08
2.170000000000000000e+09,1.003564345225866001e-07
2.205000000000000000e+09,1.193733537994053199e-07
2.240000000000000000e+09,1.156007936896548948e-07
2.275000000000000000e+09,1.304362385023771805e-07
2.310000000000000000e+09,1.100557199128442336e-07
2.345000000000000000e+09,8.860536275303919125e-08
2.380000000000000000e+09,7.655568137299082098e-08
2.415000000000000000e+09,6.517712605522627919e-08
2.450000000000000000e+09,6.421461317590635832e-08
2.485000000000000000e+09,7.148906960228974988e-08
2.520000000000000000e+09,7.524515029616179897e-08
2.555000000000000000e+09,8.674522710383789119e-08
2.590000000000000000e+09,9.013049439633642287e-08
2.625000000000000000e+09,9.528149526101484412e-08
2.660000000000000000e+09,9.469315793392480311e-08
2.695000000000000000e+09,9.514709050942385927e-08
2.730000000000000000e+09,9.277659574999557977e-08
2.765000000000000000e+09,9.523020897799285669e-08
2.800000000000000000e+09,9.917348484398200685e-08
2.835000000000000000e+09,9.522664840688925983e-08
2.870000000000000000e+09,9.248386630579099046e-08
2.905000000000000000e+09,8.574260116210272767e-08
2.940000000000000000e+09,7.613441019004600670e-08
2.975000000000000000e+09,6.683248500079589160e-08
3.010000000000000000e+09,6.068819085501440129e-08
3.045000000000000000e+09,6.481937359964634348e-08
3.080000000000000000e+09,6.527730277617380365e-08
3.115000000000000000e+09,6.621992442778207428e-08
3.150000000000000000e+09,6.470713585084254247e-08
3.185000000000000000e+09,6.776666931135978656e-08
3.220000000000000000e+09,7.806693634897328580e-08
3.255000000000000000e+09,7.121933962366336728e-08
3.290000000000000000e+09,7.431324006166673374e-08
3.325000000000000000e+09,7.881833679232270471e-08
3.360000000000000000e+09,8.505134908438262042e-08
3.395000000000000000e+09,8.198469382220661076e-08
3.430000000000000000e+09,8.109177644216631655e-08
3.465000000000000000e+09,8.767359097999856775e-08
