4.629629629629630086e-11,6.141975308641975315e-09,0.000000000000000000e+00,1.000000000000000000e+00
4.629629629629630086e-11,6.172839506172838839e-09,0.000000000000000000e+00,1.000000000000000000e+00
4.629629629629630086e-11,6.203703703703704844e-09,0.000000000000000000e+00,1.000000000000000000e+00
4.629629629629630086e-11,6.234567901234568369e-09,0.000000000000000000e+00,1.000000000000000000e+00
4.629629629629630086e-11,6.265432098765431893e-09,0.000000000000000000e+00,1.000000000000000000e+00
4.629629629629630086e-11,6.296296296296296244e-09,0.000000000000000000e+00,1.000000000000000000e+00
4.629629629629630086e-11,6.327160493827159768e-09,0.000000000000000000e+00,1.000000000000000000e+00
4.629629629629630086e-11,6.358024691358024947e-09,0.000000000000000000e+00,1.000000000000000000e+00
4.629629629629630086e-11,6.388888888888889298e-09,0.000000000000000000e+00,1.000000000000000000e+00
4.629629629629630086e-11,6.419753086419752822e-09,0.000000000000000000e+00,1.000000000000000000e+00
4.629629629629630086e-11,6.450617283950617174e-09,0.000000000000000000e+00,1.000000000000000000e+00
4.629629629629630086e-11,6.481481481481482352e-09,0.000000000000000000e+00,1.000000000000000000e+00
4.629629629629630086e-11,6.512345679012345877e-09,0.000000000000000000e+00,1.000000000000000000e+00
4.629629629629630086e-11,6.543209876543210228e-09,0.000000000000000000e+00,1.000000000000000000e+00
4.629629629629630086e-11,6.574074074074073752e-09,0.000000000000000000e+00,1.000000000000000000e+00
4.629629629629630086e-11,6.604938271604938103e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.003086419753086561e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.033950617283950085e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.064814814814815263e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.095679012345679615e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.126543209876543139e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.157407407407407490e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.188271604938271014e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.219135802469136193e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.250000000000000544e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.280864197530864069e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.311728395061728420e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.342592592592593598e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.373456790123457123e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.404320987654321474e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.435185185185184998e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.466049382716048522e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.496913580246914528e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.527777777777778052e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.558641975308641576e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.589506172839505928e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.620370370370371106e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.651234567901234630e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.682098765432098982e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.712962962962962506e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.743827160493827685e-09,0.000000000000000000e+00,1.000000000000000000e+00
6.172839506172839252e-11,6.774691358024692036e-09,0.000000000000000000e+00,1.000000000000000000e+00
7.716049382716049065e-11,5.895061728395061331e-09,0.000000000000000000e+00,1.000000000000000000e+00
7.716049382716049065e-11,5.925925925925926509e-09,0.000000000000000000e+00,1.000000000000000000e+00
7.716049382716049065e-11,5.956790123456790861e-09,0.000000000000000000e+00,1.000000000000000000e+00
