3.500000000000000000e+07,3.133267268822654411e-02
7.000000000000000000e+07,2.049268441953913319e-02
1.050000000000000000e+08,1.092776049311549452e-02
1.400000000000000000e+08,4.708830502786199614e-03
1.750000000000000000e+08,2.029375552828904979e-03
2.100000000000000000e+08,7.604951514306876803e-04
2.450000000000000000e+08,3.667733667963478860e-04
2.800000000000000000e+08,1.871528815543513542e-04
3.150000000000000000e+08,1.164565001888609225e-04
3.500000000000000000e+08,7.508269464940914469e-05
3.850000000000000000e+08,4.271930195340864261e-05
4.200000000000000000e+08,3.048871021261946503e-05
4.550000000000000000e+08,2.315918345030597118e-05
4.900000000000000000e+08,1.777233724553396743e-05
5.250000000000000000e+08,1.538784821954671824e-05
5.600000000000000000e+08,9.655365329547753163e-06
5.950000000000000000e+08,6.888757659605814743e-06
6.300000000000000000e+08,5.056358508519043403e-06
6.650000000000000000e+08,4.162880342965049665e-06
7.000000000000000000e+08,3.759671371465539253e-06
7.350000000000000000e+08,2.825566592491000900e-06
7.700000000000000000e+08,2.858632810242873407e-06
8.050000000000000000e+08,2.778216987080862670e-06
8.400000000000000000e+08,2.471288482397391325e-06
8.750000000000000000e+08,2.190873023564095287e-06
9.100000000000000000e+08,1.522406425036371529e-06
9.450000000000000000e+08,1.445514871505546763e-06
9.800000000000000000e+08,1.031870306389242860e-06
1.015000000000000000e+09,1.084242132387036754e-06
1.050000000000000000e+09,8.377766210909446039e-07
1.085000000000000000e+09,8.862426784784183966e-07
1.120000000000000000e+09,9.333081897236424608e-07
1.155000000000000000e+09,8.079580619877159586e-07
1.190000000000000000e+09,7.240515388238030114e-07
1.225000000000000000e+09,6.409706709564736242e-07
1.260000000000000000e+09,6.434636753928445731e-07
1.295000000000000000e+09,5.164583435134948032e-07
1.330000000000000000e+09,4.453001409995446990e-07
1.365000000000000000e+09,4.758761368066556371e-07
1.400000000000000000e+09,4.447175492560410439e-07
1.435000000000000000e+09,4.925944895185666702e-07
1.470000000000000000e+09,4.490803383521903739e-07
1.505000000000000000e+09,4.271365079524956764e-07
1.540000000000000000e+09,4.016426188939081304e-07
1.575000000000000000e+09,3.538874467863001565e-07
1.610000000000000000e+09,3.524167168364110753e-07
1.645000000000000000e+09,3.378129764810198739e-07
1.680000000000000000e+09,3.489148117682219848e-07
1.715000000000000000e+09,3.754547143439835118e-07
1.750000000000000000e+09,3.234104369914866894e-07
1.785000000000000000e+09,3.107982765205940695e-07
1.820000000000000000e+09,2.807328440565298074e-07
1.855000000000000000e+09,2.749257269391710686e-07
1.890000000000000000e+09,2.447809443344739701e-07
1.925000000000000000e+09,2.198115922121920092e-07
1.960000000000000000e+09,2.102564357674286485e-07
1.995000000000000000e+09,1.927588528044129541e-07
2.030000000000000000e+09,1.940846436726856238e-07
2.065000000000000000e+09,1.668549776933329329e-07
2.100000000000000000e+09,1.689306019694333383e-07
2.135000000000000000e+09,1.698424743815049285e-07
2.170000000000000000e+09,1.669426256338510376e-07
2.205000000000000000e+09,1.809871478446165560e-07
2.240000000000000000e+09,1.715028839267179651e-07
2.275000000000000000e+09,1.783431888733806661e-07
2.310000000000000000e+09,1.666422567864485383e-07
2.345000000000000000e+09,1.551537976542170594e-07
2.380000000000000000e+09,1.642658380956949415e-07
2.415000000000000000e+09,1.665227188993182771e-07
2.450000000000000000e+09,1.702421976486263816e-07
2.485000000000000000e+09,1.764767443523428862e-07
2.520000000000000000e+09,1.645920849963159755e-07
2.555000000000000000e+09,1.828068750069224299e-07
2.590000000000000000e+09,1.850370053942680118e-07
2.625000000000000000e+09,1.792377364034625999e-07
2.660000000000000000e+09,1.578494598253859584e-07
2.695000000000000000e+09,1.562851514990338992e-07
2.730000000000000000e+09,1.623807104202356340e-07
2.765000000000000000e+09,1.625463072277722752e-07
2.800000000000000000e+09,1.537693921213897454e-07
2.835000000000000000e+09,1.545956285668390183e-07
2.870000000000000000e+09,1.656140260075850790e-07
2.905000000000000000e+09,1.605758898504974070e-07
2.940000000000000000e+09,1.591965034126021263e-07
2.975000000000000000e+09,1.523457787215555992e-07
3.010000000000000000e+09,1.462217226951815339e-07
3.045000000000000000e+09,1.426758044005230532e-07
3.080000000000000000e+09,1.489431271861102610e-07
3.115000000000000000e+09,1.358667380871254226e-07
3.150000000000000000e+09,1.323446025785683664e-07
3.185000000000000000e+09,1.534853980432070071e-07
3.220000000000000000e+09,1.631862439409113270e-07
3.255000000000000000e+09,1.539599578222706667e-07
3.290000000000000000e+09,1.489237035869924017e-07
3.325000000000000000e+09,1.654899776800072127e-07
3.360000000000000000e+09,1.914024314003507419e-07
3.395000000000000000e+09,1.850006394131099765e-07
3.430000000000000000e+09,1.708542036309058445e-07
3.465000000000000000e+09,1.671605749565967784e-07
